Date,Week,Month,Year,
25-Jul-16,48,Jul-16,2016,
26-Jul-16,48,Jul-16,2016,
27-Jul-16,48,Jul-16,2016,
28-Jul-16,48,Jul-16,2016,
29-Jul-16,48,Jul-16,2016,
30-Jul-16,48,Jul-16,2016,
31-Jul-16,48,Jul-16,2016,
01-Aug-16,49,Aug-16,2016,
02-Aug-16,49,Aug-16,2016,
03-Aug-16,49,Aug-16,2016,
04-Aug-16,49,Aug-16,2016,
05-Aug-16,49,Aug-16,2016,
06-Aug-16,49,Aug-16,2016,
07-Aug-16,49,Aug-16,2016,
08-Aug-16,50,Aug-16,2016,
09-Aug-16,50,Aug-16,2016,
10-Aug-16,50,Aug-16,2016,
11-Aug-16,50,Aug-16,2016,
12-Aug-16,50,Aug-16,2016,
13-Aug-16,50,Aug-16,2016,
14-Aug-16,50,Aug-16,2016,
15-Aug-16,51,Aug-16,2016,
16-Aug-16,51,Aug-16,2016,
17-Aug-16,51,Aug-16,2016,
18-Aug-16,51,Aug-16,2016,
19-Aug-16,51,Aug-16,2016,
20-Aug-16,51,Aug-16,2016,
21-Aug-16,51,Aug-16,2016,
22-Aug-16,52,Aug-16,2016,
23-Aug-16,52,Aug-16,2016,
24-Aug-16,52,Aug-16,2016,
25-Aug-16,52,Aug-16,2016,
26-Aug-16,52,Aug-16,2016,
27-Aug-16,52,Aug-16,2016,
28-Aug-16,52,Aug-16,2016,
29-Aug-16,1,Sep-16,2016,
30-Aug-16,1,Sep-16,2016,
31-Aug-16,1,Sep-16,2016,
01-Sep-16,1,Sep-16,2016,
02-Sep-16,1,Sep-16,2016,
03-Sep-16,1,Sep-16,2016,
04-Sep-16,1,Sep-16,2016,
05-Sep-16,2,Sep-16,2016,
06-Sep-16,2,Sep-16,2016,
07-Sep-16,2,Sep-16,2016,
08-Sep-16,2,Sep-16,2016,
09-Sep-16,2,Sep-16,2016,
10-Sep-16,2,Sep-16,2016,
11-Sep-16,2,Sep-16,2016,
12-Sep-16,3,Sep-16,2016,
13-Sep-16,3,Sep-16,2016,
14-Sep-16,3,Sep-16,2016,
15-Sep-16,3,Sep-16,2016,
16-Sep-16,3,Sep-16,2016,
17-Sep-16,3,Sep-16,2016,
18-Sep-16,3,Sep-16,2016,
19-Sep-16,4,Sep-16,2016,
20-Sep-16,4,Sep-16,2016,
21-Sep-16,4,Sep-16,2016,
22-Sep-16,4,Sep-16,2016,
23-Sep-16,4,Sep-16,2016,
24-Sep-16,4,Sep-16,2016,
25-Sep-16,4,Sep-16,2016,
26-Sep-16,5,Oct-16,2016,
27-Sep-16,5,Oct-16,2016,
28-Sep-16,5,Oct-16,2016,
29-Sep-16,5,Oct-16,2016,
30-Sep-16,5,Oct-16,2016,
01-Oct-16,5,Oct-16,2016,
02-Oct-16,5,Oct-16,2016,
03-Oct-16,6,Oct-16,2016,
04-Oct-16,6,Oct-16,2016,
05-Oct-16,6,Oct-16,2016,
06-Oct-16,6,Oct-16,2016,
07-Oct-16,6,Oct-16,2016,
08-Oct-16,6,Oct-16,2016,
09-Oct-16,6,Oct-16,2016,
10-Oct-16,7,Oct-16,2016,
11-Oct-16,7,Oct-16,2016,
12-Oct-16,7,Oct-16,2016,
13-Oct-16,7,Oct-16,2016,
14-Oct-16,7,Oct-16,2016,
15-Oct-16,7,Oct-16,2016,
16-Oct-16,7,Oct-16,2016,
17-Oct-16,8,Oct-16,2016,
18-Oct-16,8,Oct-16,2016,
19-Oct-16,8,Oct-16,2016,
20-Oct-16,8,Oct-16,2016,
21-Oct-16,8,Oct-16,2016,
22-Oct-16,8,Oct-16,2016,
23-Oct-16,8,Oct-16,2016,
24-Oct-16,9,Oct-16,2016,
25-Oct-16,9,Oct-16,2016,
26-Oct-16,9,Oct-16,2016,
27-Oct-16,9,Oct-16,2016,
28-Oct-16,9,Oct-16,2016,
29-Oct-16,9,Oct-16,2016,
30-Oct-16,9,Oct-16,2016,
31-Oct-16,10,Nov-16,2016,
01-Nov-16,10,Nov-16,2016,
02-Nov-16,10,Nov-16,2016,
03-Nov-16,10,Nov-16,2016,
04-Nov-16,10,Nov-16,2016,
05-Nov-16,10,Nov-16,2016,
06-Nov-16,10,Nov-16,2016,
07-Nov-16,11,Nov-16,2016,
08-Nov-16,11,Nov-16,2016,
09-Nov-16,11,Nov-16,2016,
10-Nov-16,11,Nov-16,2016,
11-Nov-16,11,Nov-16,2016,
12-Nov-16,11,Nov-16,2016,
13-Nov-16,11,Nov-16,2016,
14-Nov-16,12,Nov-16,2016,
15-Nov-16,12,Nov-16,2016,
16-Nov-16,12,Nov-16,2016,
17-Nov-16,12,Nov-16,2016,
18-Nov-16,12,Nov-16,2016,
19-Nov-16,12,Nov-16,2016,
20-Nov-16,12,Nov-16,2016,
21-Nov-16,13,Nov-16,2016,
22-Nov-16,13,Nov-16,2016,
23-Nov-16,13,Nov-16,2016,
24-Nov-16,13,Nov-16,2016,
25-Nov-16,13,Nov-16,2016,
26-Nov-16,13,Nov-16,2016,
27-Nov-16,13,Nov-16,2016,
28-Nov-16,14,Dec-16,2016,
29-Nov-16,14,Dec-16,2016,
30-Nov-16,14,Dec-16,2016,
01-Dec-16,14,Dec-16,2016,
02-Dec-16,14,Dec-16,2016,
03-Dec-16,14,Dec-16,2016,
04-Dec-16,14,Dec-16,2016,
05-Dec-16,15,Dec-16,2016,
06-Dec-16,15,Dec-16,2016,
07-Dec-16,15,Dec-16,2016,
08-Dec-16,15,Dec-16,2016,
09-Dec-16,15,Dec-16,2016,
10-Dec-16,15,Dec-16,2016,
11-Dec-16,15,Dec-16,2016,
12-Dec-16,16,Dec-16,2016,
13-Dec-16,16,Dec-16,2016,
14-Dec-16,16,Dec-16,2016,
15-Dec-16,16,Dec-16,2016,
16-Dec-16,16,Dec-16,2016,
17-Dec-16,16,Dec-16,2016,
18-Dec-16,16,Dec-16,2016,
19-Dec-16,17,Dec-16,2016,
20-Dec-16,17,Dec-16,2016,
21-Dec-16,17,Dec-16,2016,
22-Dec-16,17,Dec-16,2016,
23-Dec-16,17,Dec-16,2016,
24-Dec-16,17,Dec-16,2016,
25-Dec-16,17,Dec-16,2016,
26-Dec-16,18,Dec-16,2016,
27-Dec-16,18,Dec-16,2016,
28-Dec-16,18,Dec-16,2016,
29-Dec-16,18,Dec-16,2016,
30-Dec-16,18,Dec-16,2016,
31-Dec-16,18,Dec-16,2016,
01-Jan-17,18,Dec-16,2017,
02-Jan-17,19,Jan-17,2017,
03-Jan-17,19,Jan-17,2017,
04-Jan-17,19,Jan-17,2017,
05-Jan-17,19,Jan-17,2017,
06-Jan-17,19,Jan-17,2017,
07-Jan-17,19,Jan-17,2017,
08-Jan-17,19,Jan-17,2017,
09-Jan-17,20,Jan-17,2017,
10-Jan-17,20,Jan-17,2017,
11-Jan-17,20,Jan-17,2017,
12-Jan-17,20,Jan-17,2017,
13-Jan-17,20,Jan-17,2017,
14-Jan-17,20,Jan-17,2017,
15-Jan-17,20,Jan-17,2017,
16-Jan-17,21,Jan-17,2017,
17-Jan-17,21,Jan-17,2017,
18-Jan-17,21,Jan-17,2017,
19-Jan-17,21,Jan-17,2017,
20-Jan-17,21,Jan-17,2017,
21-Jan-17,21,Jan-17,2017,
22-Jan-17,21,Jan-17,2017,
23-Jan-17,22,Jan-17,2017,
24-Jan-17,22,Jan-17,2017,
25-Jan-17,22,Jan-17,2017,
26-Jan-17,22,Jan-17,2017,
27-Jan-17,22,Jan-17,2017,
28-Jan-17,22,Jan-17,2017,
29-Jan-17,22,Jan-17,2017,
30-Jan-17,23,Feb-17,2017,
31-Jan-17,23,Feb-17,2017,
01-Feb-17,23,Feb-17,2017,
02-Feb-17,23,Feb-17,2017,
03-Feb-17,23,Feb-17,2017,
04-Feb-17,23,Feb-17,2017,
05-Feb-17,23,Feb-17,2017,
06-Feb-17,24,Feb-17,2017,
07-Feb-17,24,Feb-17,2017,
08-Feb-17,24,Feb-17,2017,
09-Feb-17,24,Feb-17,2017,
10-Feb-17,24,Feb-17,2017,
11-Feb-17,24,Feb-17,2017,
12-Feb-17,24,Feb-17,2017,
13-Feb-17,25,Feb-17,2017,
14-Feb-17,25,Feb-17,2017,
15-Feb-17,25,Feb-17,2017,
16-Feb-17,25,Feb-17,2017,
17-Feb-17,25,Feb-17,2017,
18-Feb-17,25,Feb-17,2017,
19-Feb-17,25,Feb-17,2017,
20-Feb-17,26,Feb-17,2017,
21-Feb-17,26,Feb-17,2017,
22-Feb-17,26,Feb-17,2017,
23-Feb-17,26,Feb-17,2017,
24-Feb-17,26,Feb-17,2017,
25-Feb-17,26,Feb-17,2017,
26-Feb-17,26,Feb-17,2017,
27-Feb-17,27,Mar-17,2017,
28-Feb-17,27,Mar-17,2017,
01-Mar-17,27,Mar-17,2017,
02-Mar-17,27,Mar-17,2017,
03-Mar-17,27,Mar-17,2017,
04-Mar-17,27,Mar-17,2017,
05-Mar-17,27,Mar-17,2017,
06-Mar-17,28,Mar-17,2017,
07-Mar-17,28,Mar-17,2017,
08-Mar-17,28,Mar-17,2017,
09-Mar-17,28,Mar-17,2017,
10-Mar-17,28,Mar-17,2017,
11-Mar-17,28,Mar-17,2017,
12-Mar-17,28,Mar-17,2017,
13-Mar-17,29,Mar-17,2017,
14-Mar-17,29,Mar-17,2017,
15-Mar-17,29,Mar-17,2017,
16-Mar-17,29,Mar-17,2017,
17-Mar-17,29,Mar-17,2017,
18-Mar-17,29,Mar-17,2017,
19-Mar-17,29,Mar-17,2017,
20-Mar-17,30,Mar-17,2017,
21-Mar-17,30,Mar-17,2017,
22-Mar-17,30,Mar-17,2017,
23-Mar-17,30,Mar-17,2017,
24-Mar-17,30,Mar-17,2017,
25-Mar-17,30,Mar-17,2017,
26-Mar-17,30,Mar-17,2017,
27-Mar-17,31,Apr-17,2017,
28-Mar-17,31,Apr-17,2017,
29-Mar-17,31,Apr-17,2017,
30-Mar-17,31,Apr-17,2017,
31-Mar-17,31,Apr-17,2017,
01-Apr-17,31,Apr-17,2017,
02-Apr-17,31,Apr-17,2017,
03-Apr-17,32,Apr-17,2017,
04-Apr-17,32,Apr-17,2017,
05-Apr-17,32,Apr-17,2017,
06-Apr-17,32,Apr-17,2017,
07-Apr-17,32,Apr-17,2017,
08-Apr-17,32,Apr-17,2017,
09-Apr-17,32,Apr-17,2017,
10-Apr-17,33,Apr-17,2017,
11-Apr-17,33,Apr-17,2017,
12-Apr-17,33,Apr-17,2017,
13-Apr-17,33,Apr-17,2017,
14-Apr-17,33,Apr-17,2017,
15-Apr-17,33,Apr-17,2017,
16-Apr-17,33,Apr-17,2017,
17-Apr-17,34,Apr-17,2017,
18-Apr-17,34,Apr-17,2017,
19-Apr-17,34,Apr-17,2017,
20-Apr-17,34,Apr-17,2017,
21-Apr-17,34,Apr-17,2017,
22-Apr-17,34,Apr-17,2017,
23-Apr-17,34,Apr-17,2017,
24-Apr-17,35,Apr-17,2017,
25-Apr-17,35,Apr-17,2017,
26-Apr-17,35,Apr-17,2017,
27-Apr-17,35,Apr-17,2017,
28-Apr-17,35,Apr-17,2017,
29-Apr-17,35,Apr-17,2017,
30-Apr-17,35,Apr-17,2017,
01-May-17,36,May-17,2017,
02-May-17,36,May-17,2017,
03-May-17,36,May-17,2017,
04-May-17,36,May-17,2017,
05-May-17,36,May-17,2017,
06-May-17,36,May-17,2017,
07-May-17,36,May-17,2017,
08-May-17,37,May-17,2017,
09-May-17,37,May-17,2017,
10-May-17,37,May-17,2017,
11-May-17,37,May-17,2017,
12-May-17,37,May-17,2017,
13-May-17,37,May-17,2017,
14-May-17,37,May-17,2017,
15-May-17,38,May-17,2017,
16-May-17,38,May-17,2017,
17-May-17,38,May-17,2017,
18-May-17,38,May-17,2017,
19-May-17,38,May-17,2017,
20-May-17,38,May-17,2017,
21-May-17,38,May-17,2017,
22-May-17,39,May-17,2017,
23-May-17,39,May-17,2017,
24-May-17,39,May-17,2017,
25-May-17,39,May-17,2017,
26-May-17,39,May-17,2017,
27-May-17,39,May-17,2017,
28-May-17,39,May-17,2017,
29-May-17,40,Jun-17,2017,
30-May-17,40,Jun-17,2017,
31-May-17,40,Jun-17,2017,
01-Jun-17,40,Jun-17,2017,
02-Jun-17,40,Jun-17,2017,
03-Jun-17,40,Jun-17,2017,
04-Jun-17,40,Jun-17,2017,
05-Jun-17,41,Jun-17,2017,
06-Jun-17,41,Jun-17,2017,
07-Jun-17,41,Jun-17,2017,
08-Jun-17,41,Jun-17,2017,
09-Jun-17,41,Jun-17,2017,
10-Jun-17,41,Jun-17,2017,
11-Jun-17,41,Jun-17,2017,
12-Jun-17,42,Jun-17,2017,
13-Jun-17,42,Jun-17,2017,
14-Jun-17,42,Jun-17,2017,
15-Jun-17,42,Jun-17,2017,
16-Jun-17,42,Jun-17,2017,
17-Jun-17,42,Jun-17,2017,
18-Jun-17,42,Jun-17,2017,
19-Jun-17,43,Jun-17,2017,
20-Jun-17,43,Jun-17,2017,
21-Jun-17,43,Jun-17,2017,
22-Jun-17,43,Jun-17,2017,
23-Jun-17,43,Jun-17,2017,
24-Jun-17,43,Jun-17,2017,
25-Jun-17,43,Jun-17,2017,
26-Jun-17,44,Jul-17,2017,
27-Jun-17,44,Jul-17,2017,
28-Jun-17,44,Jul-17,2017,
29-Jun-17,44,Jul-17,2017,
30-Jun-17,44,Jul-17,2017,
01-Jul-17,44,Jul-17,2017,
02-Jul-17,44,Jul-17,2017,
03-Jul-17,45,Jul-17,2017,
04-Jul-17,45,Jul-17,2017,
05-Jul-17,45,Jul-17,2017,
06-Jul-17,45,Jul-17,2017,
07-Jul-17,45,Jul-17,2017,
08-Jul-17,45,Jul-17,2017,
09-Jul-17,45,Jul-17,2017,
10-Jul-17,46,Jul-17,2017,
11-Jul-17,46,Jul-17,2017,
12-Jul-17,46,Jul-17,2017,
13-Jul-17,46,Jul-17,2017,
14-Jul-17,46,Jul-17,2017,
15-Jul-17,46,Jul-17,2017,
16-Jul-17,46,Jul-17,2017,
17-Jul-17,47,Jul-17,2017,
18-Jul-17,47,Jul-17,2017,
19-Jul-17,47,Jul-17,2017,
20-Jul-17,47,Jul-17,2017,
21-Jul-17,47,Jul-17,2017,
22-Jul-17,47,Jul-17,2017,
23-Jul-17,47,Jul-17,2017,
24-Jul-17,48,Jul-17,2017,
25-Jul-17,48,Jul-17,2017,
26-Jul-17,48,Jul-17,2017,
27-Jul-17,48,Jul-17,2017,
28-Jul-17,48,Jul-17,2017,
29-Jul-17,48,Jul-17,2017,
30-Jul-17,48,Jul-17,2017,
31-Jul-17,49,Aug-17,2017,
01-Aug-17,49,Aug-17,2017,
02-Aug-17,49,Aug-17,2017,
03-Aug-17,49,Aug-17,2017,
04-Aug-17,49,Aug-17,2017,
05-Aug-17,49,Aug-17,2017,
06-Aug-17,49,Aug-17,2017,
07-Aug-17,50,Aug-17,2017,
08-Aug-17,50,Aug-17,2017,
09-Aug-17,50,Aug-17,2017,
10-Aug-17,50,Aug-17,2017,
11-Aug-17,50,Aug-17,2017,
12-Aug-17,50,Aug-17,2017,
13-Aug-17,50,Aug-17,2017,
14-Aug-17,51,Aug-17,2017,
15-Aug-17,51,Aug-17,2017,
16-Aug-17,51,Aug-17,2017,
17-Aug-17,51,Aug-17,2017,
18-Aug-17,51,Aug-17,2017,
19-Aug-17,51,Aug-17,2017,
20-Aug-17,51,Aug-17,2017,
21-Aug-17,52,Aug-17,2017,
22-Aug-17,52,Aug-17,2017,
23-Aug-17,52,Aug-17,2017,
24-Aug-17,52,Aug-17,2017,
25-Aug-17,52,Aug-17,2017,
26-Aug-17,52,Aug-17,2017,
27-Aug-17,52,Aug-17,2017,
28-Aug-17,1,Sep-17,2017,
29-Aug-17,1,Sep-17,2017,
30-Aug-17,1,Sep-17,2017,
31-Aug-17,1,Sep-17,2017,
01-Sep-17,1,Sep-17,2017,
02-Sep-17,1,Sep-17,2017,
03-Sep-17,1,Sep-17,2017,
04-Sep-17,2,Sep-17,2017,
05-Sep-17,2,Sep-17,2017,
06-Sep-17,2,Sep-17,2017,
07-Sep-17,2,Sep-17,2017,
08-Sep-17,2,Sep-17,2017,
09-Sep-17,2,Sep-17,2017,
10-Sep-17,2,Sep-17,2017,
11-Sep-17,3,Sep-17,2017,
12-Sep-17,3,Sep-17,2017,
13-Sep-17,3,Sep-17,2017,
14-Sep-17,3,Sep-17,2017,
15-Sep-17,3,Sep-17,2017,
16-Sep-17,3,Sep-17,2017,
17-Sep-17,3,Sep-17,2017,
18-Sep-17,4,Sep-17,2017,
19-Sep-17,4,Sep-17,2017,
20-Sep-17,4,Sep-17,2017,
21-Sep-17,4,Sep-17,2017,
22-Sep-17,4,Sep-17,2017,
23-Sep-17,4,Sep-17,2017,
24-Sep-17,4,Sep-17,2017,
25-Sep-17,5,Sep-17,2017,
26-Sep-17,5,Sep-17,2017,
27-Sep-17,5,Sep-17,2017,
28-Sep-17,5,Sep-17,2017,
29-Sep-17,5,Sep-17,2017,
30-Sep-17,5,Sep-17,2017,
01-Oct-17,5,Sep-17,2017,
02-Oct-17,6,Oct-17,2017,
03-Oct-17,6,Oct-17,2017,
04-Oct-17,6,Oct-17,2017,
05-Oct-17,6,Oct-17,2017,
06-Oct-17,6,Oct-17,2017,
07-Oct-17,6,Oct-17,2017,
08-Oct-17,6,Oct-17,2017,
09-Oct-17,7,Oct-17,2017,
10-Oct-17,7,Oct-17,2017,
11-Oct-17,7,Oct-17,2017,
12-Oct-17,7,Oct-17,2017,
13-Oct-17,7,Oct-17,2017,
14-Oct-17,7,Oct-17,2017,
15-Oct-17,7,Oct-17,2017,
16-Oct-17,8,Oct-17,2017,
17-Oct-17,8,Oct-17,2017,
18-Oct-17,8,Oct-17,2017,
19-Oct-17,8,Oct-17,2017,
20-Oct-17,8,Oct-17,2017,
21-Oct-17,8,Oct-17,2017,
22-Oct-17,8,Oct-17,2017,
23-Oct-17,9,Oct-17,2017,
24-Oct-17,9,Oct-17,2017,
25-Oct-17,9,Oct-17,2017,
26-Oct-17,9,Oct-17,2017,
27-Oct-17,9,Oct-17,2017,
28-Oct-17,9,Oct-17,2017,
29-Oct-17,9,Oct-17,2017,
30-Oct-17,10,Nov-17,2017,
31-Oct-17,10,Nov-17,2017,
01-Nov-17,10,Nov-17,2017,
02-Nov-17,10,Nov-17,2017,
03-Nov-17,10,Nov-17,2017,
04-Nov-17,10,Nov-17,2017,
05-Nov-17,10,Nov-17,2017,
06-Nov-17,11,Nov-17,2017,
07-Nov-17,11,Nov-17,2017,
08-Nov-17,11,Nov-17,2017,
09-Nov-17,11,Nov-17,2017,
10-Nov-17,11,Nov-17,2017,
11-Nov-17,11,Nov-17,2017,
12-Nov-17,11,Nov-17,2017,
13-Nov-17,12,Nov-17,2017,
14-Nov-17,12,Nov-17,2017,
15-Nov-17,12,Nov-17,2017,
16-Nov-17,12,Nov-17,2017,
17-Nov-17,12,Nov-17,2017,
18-Nov-17,12,Nov-17,2017,
19-Nov-17,12,Nov-17,2017,
20-Nov-17,13,Nov-17,2017,
21-Nov-17,13,Nov-17,2017,
22-Nov-17,13,Nov-17,2017,
23-Nov-17,13,Nov-17,2017,
24-Nov-17,13,Nov-17,2017,
25-Nov-17,13,Nov-17,2017,
26-Nov-17,13,Nov-17,2017,
27-Nov-17,14,Dec-17,2017,
28-Nov-17,14,Dec-17,2017,
29-Nov-17,14,Dec-17,2017,
30-Nov-17,14,Dec-17,2017,
01-Dec-17,14,Dec-17,2017,
02-Dec-17,14,Dec-17,2017,
03-Dec-17,14,Dec-17,2017,
04-Dec-17,15,Dec-17,2017,
05-Dec-17,15,Dec-17,2017,
06-Dec-17,15,Dec-17,2017,
07-Dec-17,15,Dec-17,2017,
08-Dec-17,15,Dec-17,2017,
09-Dec-17,15,Dec-17,2017,
10-Dec-17,15,Dec-17,2017,
11-Dec-17,16,Dec-17,2017,
12-Dec-17,16,Dec-17,2017,
13-Dec-17,16,Dec-17,2017,
14-Dec-17,16,Dec-17,2017,
15-Dec-17,16,Dec-17,2017,
16-Dec-17,16,Dec-17,2017,
17-Dec-17,16,Dec-17,2017,
18-Dec-17,17,Dec-17,2017,
19-Dec-17,17,Dec-17,2017,
20-Dec-17,17,Dec-17,2017,
21-Dec-17,17,Dec-17,2017,
22-Dec-17,17,Dec-17,2017,
23-Dec-17,17,Dec-17,2017,
24-Dec-17,17,Dec-17,2017,
25-Dec-17,18,Dec-17,2017,
26-Dec-17,18,Dec-17,2017,
27-Dec-17,18,Dec-17,2017,
28-Dec-17,18,Dec-17,2017,
29-Dec-17,18,Dec-17,2017,
30-Dec-17,18,Dec-17,2017,
31-Dec-17,18,Dec-17,2017,
01-Jan-18,19,Jan-18,2018,
02-Jan-18,19,Jan-18,2018,
03-Jan-18,19,Jan-18,2018,
04-Jan-18,19,Jan-18,2018,
05-Jan-18,19,Jan-18,2018,
06-Jan-18,19,Jan-18,2018,
07-Jan-18,19,Jan-18,2018,
08-Jan-18,20,Jan-18,2018,
09-Jan-18,20,Jan-18,2018,
10-Jan-18,20,Jan-18,2018,
11-Jan-18,20,Jan-18,2018,
12-Jan-18,20,Jan-18,2018,
13-Jan-18,20,Jan-18,2018,
14-Jan-18,20,Jan-18,2018,
15-Jan-18,21,Jan-18,2018,
16-Jan-18,21,Jan-18,2018,
17-Jan-18,21,Jan-18,2018,
18-Jan-18,21,Jan-18,2018,
19-Jan-18,21,Jan-18,2018,
20-Jan-18,21,Jan-18,2018,
21-Jan-18,21,Jan-18,2018,
22-Jan-18,22,Jan-18,2018,
23-Jan-18,22,Jan-18,2018,
24-Jan-18,22,Jan-18,2018,
25-Jan-18,22,Jan-18,2018,
26-Jan-18,22,Jan-18,2018,
27-Jan-18,22,Jan-18,2018,
28-Jan-18,22,Jan-18,2018,
29-Jan-18,23,Feb-18,2018,
30-Jan-18,23,Feb-18,2018,
31-Jan-18,23,Feb-18,2018,
01-Feb-18,23,Feb-18,2018,
02-Feb-18,23,Feb-18,2018,
03-Feb-18,23,Feb-18,2018,
04-Feb-18,23,Feb-18,2018,
05-Feb-18,24,Feb-18,2018,
06-Feb-18,24,Feb-18,2018,
07-Feb-18,24,Feb-18,2018,
08-Feb-18,24,Feb-18,2018,
09-Feb-18,24,Feb-18,2018,
10-Feb-18,24,Feb-18,2018,
11-Feb-18,24,Feb-18,2018,
12-Feb-18,25,Feb-18,2018,
13-Feb-18,25,Feb-18,2018,
14-Feb-18,25,Feb-18,2018,
15-Feb-18,25,Feb-18,2018,
16-Feb-18,25,Feb-18,2018,
17-Feb-18,25,Feb-18,2018,
18-Feb-18,25,Feb-18,2018,
19-Feb-18,26,Feb-18,2018,
20-Feb-18,26,Feb-18,2018,
21-Feb-18,26,Feb-18,2018,
22-Feb-18,26,Feb-18,2018,
23-Feb-18,26,Feb-18,2018,
24-Feb-18,26,Feb-18,2018,
25-Feb-18,26,Feb-18,2018,
26-Feb-18,27,Mar-18,2018,
27-Feb-18,27,Mar-18,2018,
28-Feb-18,27,Mar-18,2018,
01-Mar-18,27,Mar-18,2018,
02-Mar-18,27,Mar-18,2018,
03-Mar-18,27,Mar-18,2018,
04-Mar-18,27,Mar-18,2018,
05-Mar-18,28,Mar-18,2018,
06-Mar-18,28,Mar-18,2018,
07-Mar-18,28,Mar-18,2018,
08-Mar-18,28,Mar-18,2018,
09-Mar-18,28,Mar-18,2018,
10-Mar-18,28,Mar-18,2018,
11-Mar-18,28,Mar-18,2018,
12-Mar-18,29,Mar-18,2018,
13-Mar-18,29,Mar-18,2018,
14-Mar-18,29,Mar-18,2018,
15-Mar-18,29,Mar-18,2018,
16-Mar-18,29,Mar-18,2018,
17-Mar-18,29,Mar-18,2018,
18-Mar-18,29,Mar-18,2018,
19-Mar-18,30,Mar-18,2018,
20-Mar-18,30,Mar-18,2018,
21-Mar-18,30,Mar-18,2018,
22-Mar-18,30,Mar-18,2018,
23-Mar-18,30,Mar-18,2018,
24-Mar-18,30,Mar-18,2018,
25-Mar-18,30,Mar-18,2018,
26-Mar-18,31,Apr-18,2018,
27-Mar-18,31,Apr-18,2018,
28-Mar-18,31,Apr-18,2018,
29-Mar-18,31,Apr-18,2018,
30-Mar-18,31,Apr-18,2018,
31-Mar-18,31,Apr-18,2018,
01-Apr-18,31,Apr-18,2018,
02-Apr-18,32,Apr-18,2018,
03-Apr-18,32,Apr-18,2018,
04-Apr-18,32,Apr-18,2018,
05-Apr-18,32,Apr-18,2018,
06-Apr-18,32,Apr-18,2018,
07-Apr-18,32,Apr-18,2018,
08-Apr-18,32,Apr-18,2018,
09-Apr-18,33,Apr-18,2018,
10-Apr-18,33,Apr-18,2018,
11-Apr-18,33,Apr-18,2018,
12-Apr-18,33,Apr-18,2018,
13-Apr-18,33,Apr-18,2018,
14-Apr-18,33,Apr-18,2018,
15-Apr-18,33,Apr-18,2018,
16-Apr-18,34,Apr-18,2018,
17-Apr-18,34,Apr-18,2018,
18-Apr-18,34,Apr-18,2018,
19-Apr-18,34,Apr-18,2018,
20-Apr-18,34,Apr-18,2018,
21-Apr-18,34,Apr-18,2018,
22-Apr-18,34,Apr-18,2018,
23-Apr-18,35,Apr-18,2018,
24-Apr-18,35,Apr-18,2018,
25-Apr-18,35,Apr-18,2018,
26-Apr-18,35,Apr-18,2018,
27-Apr-18,35,Apr-18,2018,
28-Apr-18,35,Apr-18,2018,
29-Apr-18,35,Apr-18,2018,
30-Apr-18,36,May-18,2018,
01-May-18,36,May-18,2018,
02-May-18,36,May-18,2018,
03-May-18,36,May-18,2018,
04-May-18,36,May-18,2018,
05-May-18,36,May-18,2018,
06-May-18,36,May-18,2018,
07-May-18,37,May-18,2018,
08-May-18,37,May-18,2018,
09-May-18,37,May-18,2018,
10-May-18,37,May-18,2018,
11-May-18,37,May-18,2018,
12-May-18,37,May-18,2018,
13-May-18,37,May-18,2018,
14-May-18,38,May-18,2018,
15-May-18,38,May-18,2018,
16-May-18,38,May-18,2018,
17-May-18,38,May-18,2018,
18-May-18,38,May-18,2018,
19-May-18,38,May-18,2018,
20-May-18,38,May-18,2018,
21-May-18,39,May-18,2018,
22-May-18,39,May-18,2018,
23-May-18,39,May-18,2018,
24-May-18,39,May-18,2018,
25-May-18,39,May-18,2018,
26-May-18,39,May-18,2018,
27-May-18,39,May-18,2018,
28-May-18,40,Jun-18,2018,
29-May-18,40,Jun-18,2018,
30-May-18,40,Jun-18,2018,
31-May-18,40,Jun-18,2018,
01-Jun-18,40,Jun-18,2018,
02-Jun-18,40,Jun-18,2018,
03-Jun-18,40,Jun-18,2018,
04-Jun-18,41,Jun-18,2018,
05-Jun-18,41,Jun-18,2018,
06-Jun-18,41,Jun-18,2018,
07-Jun-18,41,Jun-18,2018,
08-Jun-18,41,Jun-18,2018,
09-Jun-18,41,Jun-18,2018,
10-Jun-18,41,Jun-18,2018,
11-Jun-18,42,Jun-18,2018,
12-Jun-18,42,Jun-18,2018,
13-Jun-18,42,Jun-18,2018,
14-Jun-18,42,Jun-18,2018,
15-Jun-18,42,Jun-18,2018,
16-Jun-18,42,Jun-18,2018,
17-Jun-18,42,Jun-18,2018,
18-Jun-18,43,Jun-18,2018,
19-Jun-18,43,Jun-18,2018,
20-Jun-18,43,Jun-18,2018,
21-Jun-18,43,Jun-18,2018,
22-Jun-18,43,Jun-18,2018,
23-Jun-18,43,Jun-18,2018,
24-Jun-18,43,Jun-18,2018,
25-Jun-18,44,Jun-18,2018,
26-Jun-18,44,Jun-18,2018,
27-Jun-18,44,Jun-18,2018,
28-Jun-18,44,Jun-18,2018,
29-Jun-18,44,Jun-18,2018,
30-Jun-18,44,Jun-18,2018,
01-Jul-18,44,Jun-18,2018,
02-Jul-18,45,Jul-18,2018,
03-Jul-18,45,Jul-18,2018,
04-Jul-18,45,Jul-18,2018,
05-Jul-18,45,Jul-18,2018,
